number,yearly_avg,monthly_avg,weekly_avg,daily_avg,hourly_avg
06600,40.0,40.0,40.0,8.0,5.0
60495,1.0,1.0,1.0,1.0,1.0
23093,10.0,10.0,10.0,2.0,1.4285714285714286
70709,11.0,11.0,11.0,11.0,11.0
20355,2.0,2.0,2.0,1.0,1.0
80572,31.0,31.0,31.0,7.75,5.166666666666667
09259,28.0,5.6,2.5454545454545454,2.0,1.6470588235294117
78064,7.0,7.0,7.0,3.5,3.5
85018,10.0,5.0,2.5,2.5,2.5
37469,2.0,2.0,2.0,2.0,2.0
74974,3.0,3.0,3.0,1.5,1.5
23225,35.0,35.0,7.0,4.375,2.9166666666666665
23227,1.0,1.0,1.0,1.0,1.0
54161,14.0,14.0,14.0,4.666666666666667,3.5
64692,4.0,4.0,4.0,4.0,4.0
73636,73.0,36.5,12.166666666666666,3.8421052631578947,2.0277777777777777
77007,3.0,3.0,3.0,1.5,1.0
18717,4.0,4.0,4.0,4.0,4.0
22217,17.0,17.0,17.0,5.666666666666667,2.8333333333333335
90301,3.0,3.0,1.5,1.5,1.5
98431,5.0,5.0,1.6666666666666667,1.25,1.25
74022,12.0,12.0,12.0,3.0,2.4
72747,6.0,6.0,6.0,3.0,2.0
57260,7.0,7.0,7.0,3.5,2.3333333333333335
05052,57.0,28.5,11.4,4.75,2.85
26459,40.0,40.0,8.0,4.444444444444445,2.857142857142857
82405,4.0,4.0,4.0,4.0,2.0
15155,1.0,1.0,1.0,1.0,1.0
25138,30.0,30.0,30.0,6.0,4.285714285714286
91991,20.0,20.0,20.0,10.0,4.0
25767,19.0,19.0,19.0,3.1666666666666665,2.375
93985,1.0,1.0,1.0,1.0,1.0
45827,7.0,7.0,7.0,3.5,3.5
06612,3.0,3.0,1.5,1.0,1.0
27833,20.0,20.0,20.0,20.0,20.0
97378,12.0,6.0,2.0,1.3333333333333333,1.2
53846,4.0,4.0,2.0,2.0,2.0
78129,23.0,23.0,23.0,11.5,5.75
76524,2.0,2.0,2.0,2.0,2.0
48543,1.0,1.0,1.0,1.0,1.0
22773,17.0,8.5,5.666666666666667,5.666666666666667,2.8333333333333335
52504,24.0,12.0,8.0,4.0,2.4
45778,1.0,1.0,1.0,1.0,1.0
09501,13.0,13.0,13.0,13.0,13.0
49458,1.0,1.0,1.0,1.0,1.0
18943,3.0,3.0,1.5,1.0,1.0
79059,3.0,3.0,3.0,1.5,1.5
31857,1.0,1.0,1.0,1.0,1.0
51146,1.0,1.0,1.0,1.0,1.0
57189,3.0,3.0,3.0,3.0,3.0
45669,2.0,2.0,2.0,2.0,2.0
32832,46.0,46.0,9.2,2.5555555555555554,1.7692307692307692
30778,16.0,8.0,4.0,3.2,1.6
05868,1.0,1.0,1.0,1.0,1.0
33769,7.0,7.0,7.0,7.0,2.3333333333333335
66367,7.0,7.0,2.3333333333333335,2.3333333333333335,1.4
93740,1.0,1.0,1.0,1.0,1.0
94759,4.0,4.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
25069,21.0,21.0,21.0,4.2,2.1
65051,32.0,16.0,6.4,2.0,1.6
49229,56.0,56.0,28.0,14.0,5.6
06468,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
97337,1.0,1.0,1.0,1.0,1.0
71144,7.0,7.0,7.0,2.3333333333333335,1.4
36686,31.0,15.5,7.75,2.3846153846153846,1.1071428571428572
03326,17.0,17.0,17.0,17.0,17.0
01457,38.0,38.0,12.666666666666666,2.923076923076923,2.0
26614,6.0,3.0,1.5,1.5,1.2
25455,25.0,25.0,6.25,4.166666666666667,2.7777777777777777
81235,1.0,1.0,1.0,1.0,1.0
56644,1.0,1.0,1.0,1.0,1.0
08012,2.0,2.0,2.0,2.0,2.0
03639,22.0,11.0,3.6666666666666665,1.6923076923076923,1.375
96063,5.0,5.0,5.0,1.6666666666666667,1.6666666666666667
95262,1.0,1.0,1.0,1.0,1.0
66770,8.0,8.0,8.0,2.0,2.0
78993,2.0,2.0,2.0,2.0,1.0
53607,6.0,6.0,6.0,6.0,3.0
93400,3.0,1.0,1.0,1.0,1.0
53261,4.0,4.0,2.0,2.0,1.3333333333333333
12724,1.0,1.0,1.0,1.0,1.0
61256,11.0,11.0,2.75,2.75,1.5714285714285714
00082,3.0,1.5,1.5,1.5,1.0
27341,2.0,2.0,2.0,2.0,2.0
50801,10.0,10.0,10.0,2.5,2.0
58979,2.0,2.0,2.0,2.0,2.0
19254,2.0,2.0,2.0,1.0,1.0
60797,4.0,4.0,1.3333333333333333,1.3333333333333333,1.3333333333333333
90983,8.0,8.0,8.0,2.6666666666666665,2.0
77584,8.0,8.0,8.0,4.0,2.6666666666666665
85456,6.0,6.0,3.0,1.5,1.5
85139,1.0,1.0,1.0,1.0,1.0
49122,3.0,3.0,3.0,1.5,1.0
21749,4.0,4.0,4.0,2.0,1.0
16708,12.0,12.0,4.0,4.0,2.0
97211,16.0,16.0,8.0,5.333333333333333,2.6666666666666665
61145,5.0,2.5,2.5,2.5,2.5
09858,2.0,2.0,1.0,1.0,1.0
81337,4.0,4.0,4.0,2.0,2.0
87503,2.0,2.0,2.0,2.0,2.0
30417,16.0,8.0,3.2,1.7777777777777777,1.7777777777777777
38566,24.0,24.0,12.0,8.0,8.0
69277,2.0,2.0,2.0,2.0,2.0
22030,3.0,3.0,3.0,3.0,1.0
67409,16.0,16.0,16.0,8.0,2.2857142857142856
87394,17.0,17.0,17.0,8.5,4.25
97219,1.0,1.0,1.0,1.0,1.0
52612,36.0,36.0,36.0,9.0,5.142857142857143
81029,1.0,1.0,1.0,1.0,1.0
57033,1.0,1.0,1.0,1.0,1.0
01110,7.0,3.5,2.3333333333333335,1.75,1.1666666666666667
16385,25.0,25.0,6.25,2.5,2.5
29815,2.0,2.0,2.0,2.0,2.0
05365,3.0,1.5,1.5,1.5,1.0
58125,49.0,49.0,16.333333333333332,8.166666666666666,4.083333333333333
20287,5.0,2.5,2.5,2.5,2.5
37641,11.0,3.6666666666666665,2.2,1.8333333333333333,1.8333333333333333
67111,5.0,5.0,1.6666666666666667,1.6666666666666667,1.25
73277,2.0,2.0,2.0,1.0,1.0
34617,10.0,10.0,10.0,2.0,1.25
14894,124.0,41.333333333333336,11.272727272727273,3.3513513513513513,2.1016949152542375
70377,13.0,13.0,6.5,6.5,4.333333333333333
36550,6.0,3.0,3.0,3.0,3.0
01803,1.0,1.0,1.0,1.0,1.0
02036,1.0,1.0,1.0,1.0,1.0
71110,32.0,32.0,32.0,6.4,4.0
42221,10.0,10.0,10.0,3.3333333333333335,2.5
54570,13.0,13.0,13.0,3.25,1.8571428571428572
50103,5.0,5.0,5.0,2.5,2.5
07479,6.0,2.0,1.2,1.0,1.0
08929,8.0,2.6666666666666665,2.0,1.0,1.0
61178,7.0,7.0,7.0,7.0,3.5
48200,16.0,8.0,4.0,2.0,1.7777777777777777
27021,1.0,1.0,1.0,1.0,1.0
77695,3.0,3.0,1.5,1.5,1.5
13718,6.0,6.0,6.0,2.0,2.0
68262,2.0,2.0,2.0,1.0,1.0
10075,8.0,4.0,2.0,1.3333333333333333,1.0
84088,4.0,4.0,4.0,2.0,1.3333333333333333
45654,36.0,36.0,36.0,18.0,7.2
37488,52.0,52.0,52.0,13.0,6.5
65492,9.0,4.5,2.25,1.8,1.5
10950,5.0,2.5,1.25,1.25,1.25
14694,1.0,1.0,1.0,1.0,1.0
24264,4.0,4.0,2.0,2.0,1.3333333333333333
52308,10.0,10.0,10.0,2.5,1.6666666666666667
97606,1.0,1.0,1.0,1.0,1.0
68494,4.0,4.0,4.0,2.0,2.0
26745,1.0,1.0,1.0,1.0,1.0
73908,4.0,4.0,2.0,2.0,2.0
04700,5.0,5.0,5.0,5.0,2.5
01653,2.0,2.0,1.0,1.0,1.0
38700,18.0,18.0,18.0,6.0,3.6
84421,16.0,8.0,3.2,1.7777777777777777,1.4545454545454546
36603,27.0,27.0,27.0,9.0,6.75
26656,7.0,7.0,2.3333333333333335,2.3333333333333335,1.4
56235,13.0,13.0,13.0,13.0,4.333333333333333
28620,9.0,2.25,1.8,1.8,1.5
78723,39.0,39.0,39.0,6.5,2.2941176470588234
33024,77.0,77.0,77.0,19.25,8.555555555555555
83932,5.0,5.0,2.5,2.5,1.25
33785,5.0,5.0,5.0,1.6666666666666667,1.6666666666666667
70807,3.0,3.0,3.0,1.5,1.0
35514,3.0,3.0,1.5,1.5,1.5
97945,5.0,5.0,5.0,2.5,1.25
61817,5.0,5.0,5.0,5.0,2.5
60418,34.0,34.0,34.0,11.333333333333334,8.5
37258,3.0,3.0,1.0,1.0,1.0
81677,1.0,1.0,1.0,1.0,1.0
05877,17.0,17.0,17.0,5.666666666666667,3.4
49870,2.0,2.0,2.0,2.0,2.0
06456,3.0,1.5,1.5,1.5,1.0
77130,1.0,1.0,1.0,1.0,1.0
84812,2.0,2.0,2.0,2.0,1.0
24933,6.0,2.0,2.0,2.0,1.5
86858,1.0,1.0,1.0,1.0,1.0
15726,6.0,6.0,3.0,3.0,3.0
23568,11.0,11.0,11.0,2.75,2.75
50578,2.0,2.0,2.0,2.0,2.0
65528,3.0,3.0,3.0,3.0,3.0
96991,2.0,2.0,2.0,2.0,1.0
99335,38.0,12.666666666666666,6.333333333333333,2.923076923076923,1.52
01474,22.0,11.0,4.4,3.6666666666666665,2.75
82951,1.0,1.0,1.0,1.0,1.0
03814,1.0,1.0,1.0,1.0,1.0
02100,7.0,7.0,7.0,7.0,7.0
69175,4.0,4.0,4.0,4.0,2.0
96015,1.0,1.0,1.0,1.0,1.0
07131,14.0,7.0,3.5,3.5,2.3333333333333335
50703,10.0,10.0,5.0,3.3333333333333335,2.5
20737,1.0,1.0,1.0,1.0,1.0
19470,54.0,27.0,10.8,4.153846153846154,3.857142857142857
48423,13.0,13.0,6.5,2.6,2.6
14471,4.0,4.0,4.0,2.0,2.0
43606,16.0,16.0,8.0,5.333333333333333,4.0
01247,2.0,2.0,2.0,2.0,2.0
61947,11.0,5.5,5.5,3.6666666666666665,3.6666666666666665
59521,2.0,2.0,2.0,2.0,1.0
37510,6.0,3.0,3.0,1.5,1.5
53146,36.0,36.0,7.2,4.0,2.1176470588235294
20005,11.0,11.0,11.0,5.5,5.5
35274,11.0,11.0,11.0,3.6666666666666665,2.2
67037,2.0,2.0,1.0,1.0,1.0
99072,3.0,1.5,1.5,1.5,1.0
70976,5.0,5.0,5.0,2.5,2.5
18828,1.0,1.0,1.0,1.0,1.0
09324,12.0,12.0,12.0,6.0,3.0
03566,33.0,33.0,6.6,4.125,2.0625
96586,11.0,11.0,11.0,2.2,1.5714285714285714
08639,1.0,1.0,1.0,1.0,1.0
47553,1.0,1.0,1.0,1.0,1.0
42357,20.0,20.0,20.0,4.0,3.3333333333333335
00763,2.0,2.0,2.0,2.0,1.0
42857,5.0,5.0,5.0,5.0,5.0
16307,3.0,1.5,1.5,1.0,1.0
29492,15.0,15.0,5.0,3.75,3.0
50732,1.0,1.0,1.0,1.0,1.0
02951,1.0,1.0,1.0,1.0,1.0
05551,6.0,6.0,6.0,6.0,6.0
72967,58.0,29.0,9.666666666666666,2.4166666666666665,1.288888888888889
98800,3.0,3.0,3.0,3.0,3.0
17047,6.0,6.0,2.0,1.2,1.2
67751,2.0,1.0,1.0,1.0,1.0
51747,3.0,3.0,3.0,1.5,1.5
42243,19.0,9.5,2.7142857142857144,1.4615384615384615,1.2666666666666666
81810,1.0,1.0,1.0,1.0,1.0
83766,1.0,1.0,1.0,1.0,1.0
01442,3.0,3.0,1.5,1.5,1.0
00525,12.0,12.0,12.0,6.0,3.0
84071,15.0,7.5,5.0,3.0,1.6666666666666667
55639,18.0,9.0,4.5,4.5,3.6
77745,59.0,59.0,59.0,19.666666666666668,14.75
39098,8.0,8.0,8.0,4.0,2.6666666666666665
20925,6.0,6.0,3.0,3.0,2.0
35370,38.0,38.0,38.0,12.666666666666666,5.428571428571429
39872,3.0,3.0,3.0,3.0,3.0
55996,12.0,12.0,12.0,6.0,4.0
66882,18.0,18.0,18.0,6.0,3.0
69840,2.0,2.0,2.0,1.0,1.0
26964,9.0,9.0,9.0,1.8,1.125
59056,1.0,1.0,1.0,1.0,1.0
71733,1.0,1.0,1.0,1.0,1.0
33511,99.0,99.0,99.0,33.0,24.75
74884,1.0,1.0,1.0,1.0,1.0
46183,12.0,6.0,3.0,3.0,1.7142857142857142
31813,2.0,2.0,2.0,2.0,2.0
60737,3.0,3.0,3.0,1.0,1.0
34702,1.0,1.0,1.0,1.0,1.0
93613,4.0,4.0,4.0,4.0,4.0
17304,3.0,3.0,3.0,1.5,1.5
88780,17.0,17.0,17.0,5.666666666666667,4.25
63002,6.0,6.0,3.0,3.0,3.0
57643,11.0,11.0,11.0,3.6666666666666665,2.2
81939,1.0,1.0,1.0,1.0,1.0
35496,2.0,2.0,1.0,1.0,1.0
94191,31.0,31.0,31.0,10.333333333333334,4.428571428571429
78948,2.0,2.0,2.0,2.0,2.0
36903,2.0,2.0,2.0,2.0,2.0
77142,8.0,8.0,8.0,2.6666666666666665,2.6666666666666665
20056,3.0,3.0,3.0,3.0,3.0
29043,1.0,1.0,1.0,1.0,1.0
26046,1.0,1.0,1.0,1.0,1.0
44257,34.0,17.0,4.25,1.5454545454545454,1.2142857142857142
46220,8.0,8.0,8.0,8.0,8.0
02975,20.0,10.0,5.0,3.3333333333333335,2.857142857142857
98179,1.0,1.0,1.0,1.0,1.0
51520,12.0,12.0,4.0,4.0,3.0
76329,7.0,3.5,3.5,2.3333333333333335,2.3333333333333335
89434,4.0,4.0,4.0,4.0,2.0
78730,1.0,1.0,1.0,1.0,1.0
58296,1.0,1.0,1.0,1.0,1.0
39101,1.0,1.0,1.0,1.0,1.0
88646,1.0,1.0,1.0,1.0,1.0
79655,6.0,6.0,3.0,1.5,1.5
01136,1.0,1.0,1.0,1.0,1.0
64361,4.0,4.0,4.0,2.0,1.0
09775,3.0,3.0,3.0,3.0,3.0
93317,48.0,48.0,48.0,8.0,3.2
96579,51.0,51.0,51.0,12.75,5.666666666666667
91431,10.0,5.0,2.5,2.5,1.6666666666666667
01865,30.0,15.0,10.0,5.0,3.3333333333333335
06948,13.0,13.0,3.25,2.1666666666666665,1.625
65916,12.0,12.0,3.0,2.0,1.5
81496,22.0,22.0,22.0,7.333333333333333,2.75
78087,1.0,1.0,1.0,1.0,1.0
55838,1.0,1.0,1.0,1.0,1.0
19828,3.0,3.0,3.0,3.0,3.0
53754,32.0,32.0,32.0,5.333333333333333,2.909090909090909
55276,4.0,4.0,2.0,1.3333333333333333,1.3333333333333333
14281,18.0,18.0,18.0,18.0,9.0
20878,12.0,12.0,12.0,6.0,6.0
65437,1.0,1.0,1.0,1.0,1.0
93257,4.0,4.0,4.0,2.0,1.0
25845,1.0,1.0,1.0,1.0,1.0
39564,5.0,5.0,5.0,5.0,1.6666666666666667
94216,11.0,11.0,11.0,11.0,11.0
56584,1.0,1.0,1.0,1.0,1.0
27819,2.0,2.0,2.0,2.0,2.0
11829,9.0,4.5,1.8,1.8,1.125
94162,71.0,71.0,14.2,3.736842105263158,2.21875
63993,5.0,2.5,1.6666666666666667,1.25,1.25
43618,2.0,2.0,2.0,2.0,2.0
88475,5.0,5.0,5.0,5.0,5.0
86435,22.0,22.0,22.0,7.333333333333333,3.6666666666666665
31033,1.0,1.0,1.0,1.0,1.0
28924,3.0,3.0,3.0,3.0,3.0
88849,21.0,10.5,4.2,2.1,1.6153846153846154
39187,19.0,19.0,6.333333333333333,2.375,2.111111111111111
72819,5.0,5.0,5.0,5.0,5.0
25426,13.0,13.0,13.0,3.25,2.6
62557,3.0,3.0,3.0,1.5,1.0
32948,8.0,8.0,8.0,4.0,4.0
45076,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
78543,1.0,1.0,1.0,1.0,1.0
84033,1.0,1.0,1.0,1.0,1.0
54971,9.0,3.0,2.25,2.25,2.25
02686,1.0,1.0,1.0,1.0,1.0
87998,9.0,9.0,3.0,2.25,1.8
38320,1.0,1.0,1.0,1.0,1.0
19507,5.0,5.0,1.6666666666666667,1.6666666666666667,1.0
11844,2.0,2.0,2.0,1.0,1.0
26397,6.0,6.0,6.0,6.0,3.0
60743,1.0,1.0,1.0,1.0,1.0
12886,2.0,2.0,2.0,2.0,1.0
97059,7.0,3.5,3.5,1.75,1.4
76451,78.0,39.0,15.6,3.391304347826087,1.6956521739130435
59685,4.0,4.0,4.0,4.0,4.0
35006,16.0,16.0,5.333333333333333,2.6666666666666665,1.6
23136,1.0,1.0,1.0,1.0,1.0
92803,23.0,11.5,5.75,2.3,2.090909090909091
06953,1.0,1.0,1.0,1.0,1.0
14570,12.0,12.0,12.0,12.0,12.0
24254,13.0,4.333333333333333,2.1666666666666665,1.3,1.1818181818181819
57935,4.0,4.0,4.0,2.0,1.3333333333333333
14655,22.0,11.0,11.0,11.0,11.0
41477,2.0,2.0,2.0,1.0,1.0
91887,8.0,4.0,2.6666666666666665,1.3333333333333333,1.0
52572,1.0,1.0,1.0,1.0,1.0
62721,1.0,1.0,1.0,1.0,1.0
70841,2.0,2.0,2.0,2.0,2.0
52365,1.0,1.0,1.0,1.0,1.0
18630,5.0,5.0,1.6666666666666667,1.25,1.25
03736,1.0,1.0,1.0,1.0,1.0
50791,3.0,3.0,3.0,1.0,1.0
07497,31.0,15.5,7.75,4.428571428571429,3.1
11339,8.0,8.0,8.0,8.0,4.0
77925,1.0,1.0,1.0,1.0,1.0
09667,1.0,1.0,1.0,1.0,1.0
71317,2.0,2.0,2.0,2.0,2.0
42558,10.0,5.0,3.3333333333333335,2.5,1.4285714285714286
97391,1.0,1.0,1.0,1.0,1.0
20693,3.0,3.0,3.0,3.0,3.0
42163,1.0,1.0,1.0,1.0,1.0
26613,1.0,1.0,1.0,1.0,1.0
46021,1.0,1.0,1.0,1.0,1.0
88182,8.0,8.0,2.6666666666666665,1.6,1.6
88335,1.0,1.0,1.0,1.0,1.0
04909,2.0,2.0,2.0,1.0,1.0
84472,9.0,9.0,4.5,2.25,1.125
55896,14.0,7.0,2.8,2.3333333333333335,1.4
74195,8.0,4.0,2.6666666666666665,1.6,1.3333333333333333
31629,1.0,1.0,1.0,1.0,1.0
47774,68.0,68.0,68.0,13.6,6.8
50590,1.0,1.0,1.0,1.0,1.0
53494,2.0,2.0,2.0,2.0,1.0
41836,7.0,7.0,7.0,7.0,3.5
60433,11.0,5.5,5.5,3.6666666666666665,2.75
84024,4.0,4.0,4.0,1.3333333333333333,1.3333333333333333
93065,2.0,2.0,2.0,2.0,2.0
27906,9.0,4.5,3.0,3.0,2.25
66457,3.0,3.0,3.0,1.0,1.0
03623,6.0,3.0,1.5,1.0,1.0
01937,18.0,18.0,4.5,2.0,1.6363636363636365
01673,19.0,9.5,3.8,1.7272727272727273,1.7272727272727273
44685,1.0,1.0,1.0,1.0,1.0
41659,8.0,8.0,8.0,2.6666666666666665,2.0
75049,8.0,8.0,8.0,2.0,1.0
41625,3.0,1.5,1.5,1.0,1.0
86053,2.0,1.0,1.0,1.0,1.0
07425,6.0,6.0,6.0,3.0,2.0
84635,2.0,1.0,1.0,1.0,1.0
28014,3.0,3.0,3.0,3.0,3.0
00845,13.0,13.0,6.5,2.1666666666666665,1.625
96169,2.0,2.0,2.0,2.0,2.0
25910,6.0,6.0,6.0,6.0,3.0
79599,22.0,11.0,11.0,5.5,4.4
46089,1.0,1.0,1.0,1.0,1.0
68720,1.0,1.0,1.0,1.0,1.0
92344,3.0,1.5,1.0,1.0,1.0
66501,15.0,7.5,3.75,2.142857142857143,1.875
83147,2.0,2.0,2.0,2.0,2.0
22972,13.0,13.0,6.5,2.6,1.625
17892,15.0,7.5,5.0,2.142857142857143,1.5
78613,1.0,1.0,1.0,1.0,1.0
71364,1.0,1.0,1.0,1.0,1.0
01183,3.0,3.0,1.5,1.5,1.5
35985,2.0,2.0,2.0,2.0,2.0
75090,4.0,2.0,2.0,2.0,1.3333333333333333
58675,22.0,11.0,3.6666666666666665,2.4444444444444446,1.6923076923076923
76408,4.0,4.0,4.0,4.0,4.0
30714,1.0,1.0,1.0,1.0,1.0
52005,3.0,3.0,3.0,3.0,3.0
54690,1.0,1.0,1.0,1.0,1.0
31044,7.0,7.0,7.0,3.5,3.5
19381,2.0,2.0,2.0,2.0,1.0
83371,1.0,1.0,1.0,1.0,1.0
11842,1.0,1.0,1.0,1.0,1.0
43176,20.0,10.0,4.0,1.6666666666666667,1.5384615384615385
14266,8.0,8.0,8.0,2.6666666666666665,1.6
08104,6.0,6.0,2.0,1.5,1.5
78097,8.0,8.0,4.0,1.6,1.3333333333333333
31788,15.0,7.5,2.5,1.5,1.5
76951,76.0,76.0,76.0,15.2,6.333333333333333
66861,4.0,4.0,2.0,2.0,1.3333333333333333
37335,78.0,78.0,78.0,39.0,26.0
51832,1.0,1.0,1.0,1.0,1.0
07631,1.0,1.0,1.0,1.0,1.0
84384,2.0,2.0,2.0,1.0,1.0
42111,7.0,7.0,3.5,1.75,1.4
01377,1.0,1.0,1.0,1.0,1.0
67177,4.0,2.0,1.0,1.0,1.0
23732,21.0,7.0,4.2,3.0,1.9090909090909092
14451,6.0,6.0,2.0,1.5,1.5
23192,6.0,6.0,3.0,2.0,1.2
20958,2.0,2.0,2.0,1.0,1.0
57524,46.0,23.0,11.5,9.2,6.571428571428571
58412,7.0,7.0,7.0,3.5,2.3333333333333335
94436,10.0,10.0,5.0,5.0,2.5
09227,1.0,1.0,1.0,1.0,1.0
02148,3.0,3.0,3.0,3.0,3.0
39263,1.0,1.0,1.0,1.0,1.0
41568,1.0,1.0,1.0,1.0,1.0
37572,3.0,3.0,3.0,1.5,1.5
74716,6.0,6.0,6.0,2.0,2.0
58522,1.0,1.0,1.0,1.0,1.0
84574,1.0,1.0,1.0,1.0,1.0
88457,5.0,5.0,5.0,1.6666666666666667,1.6666666666666667
83206,4.0,4.0,2.0,1.0,1.0
36358,2.0,2.0,2.0,2.0,1.0
95584,2.0,2.0,2.0,2.0,2.0
40596,2.0,2.0,2.0,2.0,1.0
76010,2.0,2.0,2.0,2.0,1.0
46409,2.0,2.0,2.0,1.0,1.0
14600,18.0,18.0,18.0,3.0,1.5
37735,1.0,1.0,1.0,1.0,1.0
20710,4.0,4.0,4.0,4.0,4.0
84069,15.0,7.5,5.0,3.75,3.75
43505,14.0,14.0,4.666666666666667,1.5555555555555556,1.4
29560,17.0,8.5,8.5,5.666666666666667,4.25
43027,46.0,46.0,11.5,4.181818181818182,3.2857142857142856
22222,2.0,2.0,2.0,2.0,1.0
97042,13.0,6.5,3.25,3.25,2.6
16568,3.0,3.0,3.0,3.0,3.0
91669,23.0,23.0,23.0,4.6,1.7692307692307692
02467,17.0,8.5,3.4,1.8888888888888888,1.3076923076923077
78299,10.0,5.0,3.3333333333333335,3.3333333333333335,3.3333333333333335
87112,24.0,24.0,24.0,6.0,2.1818181818181817
84389,6.0,6.0,6.0,2.0,1.5
56096,5.0,2.5,2.5,2.5,2.5
71598,44.0,44.0,44.0,8.8,4.0
37385,84.0,84.0,84.0,16.8,8.4
04911,52.0,26.0,13.0,3.466666666666667,2.1666666666666665
87847,32.0,32.0,32.0,10.666666666666666,6.4
82119,2.0,2.0,2.0,1.0,1.0
05644,10.0,10.0,10.0,3.3333333333333335,2.5
62096,3.0,3.0,3.0,3.0,1.5
61792,17.0,17.0,17.0,4.25,3.4
91687,3.0,3.0,3.0,3.0,1.5
35465,7.0,7.0,7.0,3.5,1.4
94971,3.0,3.0,3.0,3.0,1.5
25826,4.0,4.0,2.0,1.3333333333333333,1.3333333333333333
25823,21.0,21.0,21.0,5.25,2.3333333333333335
93800,19.0,19.0,4.75,2.7142857142857144,2.111111111111111
82101,9.0,9.0,9.0,3.0,2.25
60359,1.0,1.0,1.0,1.0,1.0
48937,12.0,6.0,3.0,3.0,2.4
03892,6.0,3.0,2.0,1.2,1.0
47917,3.0,3.0,3.0,3.0,1.5
08209,8.0,8.0,8.0,2.6666666666666665,2.0
33565,7.0,7.0,3.5,2.3333333333333335,1.75
33915,1.0,1.0,1.0,1.0,1.0
52233,1.0,1.0,1.0,1.0,1.0
43177,58.0,58.0,58.0,14.5,6.444444444444445
45612,10.0,10.0,2.5,1.1111111111111112,1.1111111111111112
88794,2.0,2.0,2.0,1.0,1.0
12264,13.0,13.0,13.0,3.25,2.1666666666666665
30571,3.0,3.0,3.0,3.0,3.0
70756,14.0,14.0,14.0,7.0,7.0
58749,9.0,9.0,9.0,4.5,4.5
22070,1.0,1.0,1.0,1.0,1.0
81332,3.0,3.0,3.0,3.0,1.5
18311,1.0,1.0,1.0,1.0,1.0
32480,6.0,6.0,6.0,3.0,1.5
03851,33.0,16.5,6.6,2.75,2.0625
16477,3.0,3.0,3.0,3.0,1.5
91212,13.0,3.25,1.8571428571428572,1.3,1.0833333333333333
50044,6.0,6.0,2.0,2.0,1.5
42044,1.0,1.0,1.0,1.0,1.0
15139,6.0,3.0,2.0,2.0,2.0
06602,8.0,8.0,8.0,8.0,4.0
50509,26.0,26.0,26.0,8.666666666666666,4.333333333333333
43427,9.0,9.0,3.0,1.5,1.5
21870,23.0,23.0,23.0,5.75,3.2857142857142856
00450,10.0,10.0,10.0,3.3333333333333335,2.5
29219,19.0,19.0,19.0,4.75,2.375
66740,6.0,3.0,1.5,1.5,1.5
39068,7.0,7.0,7.0,2.3333333333333335,1.75
72218,1.0,1.0,1.0,1.0,1.0
08701,46.0,46.0,46.0,11.5,5.75
51575,3.0,3.0,1.0,1.0,1.0
74491,9.0,9.0,4.5,1.5,1.0
04080,2.0,2.0,2.0,1.0,1.0
35035,1.0,1.0,1.0,1.0,1.0
15925,7.0,7.0,2.3333333333333335,2.3333333333333335,2.3333333333333335
12911,5.0,5.0,5.0,2.5,1.6666666666666667
94330,3.0,3.0,3.0,3.0,3.0
95304,1.0,1.0,1.0,1.0,1.0
49850,1.0,1.0,1.0,1.0,1.0
12166,1.0,1.0,1.0,1.0,1.0
18491,3.0,3.0,3.0,1.5,1.0
84324,1.0,1.0,1.0,1.0,1.0
39498,2.0,1.0,1.0,1.0,1.0
51800,3.0,3.0,3.0,1.5,1.5
05995,4.0,2.0,1.0,1.0,1.0
36117,3.0,3.0,1.5,1.5,1.5
30878,1.0,1.0,1.0,1.0,1.0
99114,1.0,1.0,1.0,1.0,1.0
58015,1.0,1.0,1.0,1.0,1.0
84664,5.0,5.0,5.0,5.0,2.5
00496,1.0,1.0,1.0,1.0,1.0
27614,10.0,10.0,10.0,5.0,5.0
41377,17.0,17.0,17.0,4.25,1.8888888888888888
00013,2.0,2.0,2.0,1.0,1.0
33662,13.0,13.0,6.5,4.333333333333333,4.333333333333333
13196,31.0,31.0,31.0,10.333333333333334,4.428571428571429
01004,1.0,1.0,1.0,1.0,1.0
17448,11.0,11.0,11.0,3.6666666666666665,1.8333333333333333
01580,185.0,185.0,185.0,46.25,26.428571428571427
88112,2.0,2.0,1.0,1.0,1.0
91566,5.0,2.5,2.5,2.5,1.6666666666666667
77666,33.0,33.0,6.6,1.9411764705882353,1.2692307692307692
73721,1.0,1.0,1.0,1.0,1.0
47626,15.0,15.0,3.75,2.142857142857143,2.142857142857143
00730,19.0,19.0,19.0,4.75,3.1666666666666665
88981,9.0,9.0,2.25,1.2857142857142858,1.0
11679,8.0,8.0,4.0,4.0,2.6666666666666665
11185,1.0,1.0,1.0,1.0,1.0
25650,1.0,1.0,1.0,1.0,1.0
51000,9.0,9.0,9.0,4.5,2.25
35949,1.0,1.0,1.0,1.0,1.0
72687,106.0,106.0,26.5,7.571428571428571,3.925925925925926
26136,7.0,7.0,7.0,7.0,7.0
24493,15.0,15.0,3.75,2.142857142857143,1.3636363636363635
48210,2.0,2.0,2.0,2.0,2.0
17745,10.0,10.0,2.5,2.0,1.6666666666666667
