director_name,duration,movie_title,country,imdb_score
Jesse Peretz,90,Our Idiot Brother ,USA,6.4
Stephen Hopkins,134,Race ,Canada,7.1
Ice Cube,104,The Players Club ,USA,5.6
Tim Blake Nelson,95,O ,USA,6.2
John Erick Dowdle,93,"As Above, So Below ",USA,6.1
Bille Woodruff,106,Addicted ,USA,5.2
Kasi Lemmons,109,Eve's Bayou ,USA,7.3
Richard Glatzer,101,Still Alice ,USA,7.5
Michael Curtiz,139,The Egyptian ,USA,6.6
Bruce Malmuth,99,Nighthawks ,USA,6.4
Rob Hedden,100,Friday the 13th Part VIII: Jason Takes Manhattan ,USA,4.5
Joel Zwick,95,My Big Fat Greek Wedding ,USA,6.6
Harmony Korine,94,Spring Breakers ,USA,5.3
Joe Chappelle,93,Halloween: The Curse of Michael Myers ,USA,4.9
Alfonso Cuarón,106,Y Tu Mamá También ,Mexico,7.7
Edgar Wright,99,Shaun of the Dead ,UK,8.0
Mickey Liddell,82,The Haunting of Molly Hartley ,USA,3.8
John Sayles,135,Lone Star ,USA,7.6
Dwight H. Little,88,Halloween 4: The Return of Michael Myers ,USA,5.9
Fred Walton,89,April Fool's Day ,USA,6.2
Barry Levinson,110,Diner ,USA,7.2
Steve Carver,107,Lone Wolf McQuade ,USA,6.3
Gonzalo López-Gallego,86,Apollo 18 ,USA,5.2
Christine Jeffs,91,Sunshine Cleaning ,USA,6.9
John Erick Dowdle,103,No Escape ,USA,6.8
Don Coscarelli,90,The Beastmaster ,USA,6.2
King Vidor,141,Solomon and Sheba ,USA,6.2
Michael Tiddes,92,Fifty Shades of Black ,USA,3.5
Bill Duke,99,Not Easily Broken ,USA,6.1
Frank Borzage,79,A Farewell to Arms ,USA,6.6
Bille Woodruff,96,The Perfect Match ,USA,4.5
Mamoru Hosoda,82,Digimon: The Movie ,USA,5.9
Brian Dannelly,92,Saved! ,USA,6.9
Denys Arcand,112,The Barbarian Invasions ,Canada,7.7
Richard Lester,106,Robin and Marian ,USA,6.6
J.S. Cardone,90,The Forsaken ,USA,5.3
Guy Hamilton,126,Force 10 from Navarone ,UK,6.3
Jay Levey,150,UHF ,USA,7.0
Nicholaus Goossen,90,Grandma's Boy ,USA,7.0
Tamara Jenkins,91,Slums of Beverly Hills ,USA,6.6
Sergio Leone,145,Once Upon a Time in the West ,Italy,8.6
Jon Favreau,95,Made ,USA,6.4
Duncan Jones,97,Moon ,UK,7.9
Scott Marshall,90,Keeping Up with the Steins ,USA,5.4
Ronan Chapalain,41,Sea Rex 3D: Journey to a Prehistoric World ,UK,6.9
Atom Egoyan,112,The Sweet Hereafter ,Canada,7.7
Xavier Beauvois,122,Of Gods and Men ,France,7.2
Randall Miller,110,Bottle Shock ,USA,6.8
Jerry Belson,87,Jekyll and Hyde... Together Again ,USA,6.2
Peter Jackson,108,Heavenly Creatures ,New Zealand,7.4
Michael Polish,121,90 Minutes in Heaven ,USA,4.6
Dan Rush,97,Everything Must Go ,USA,6.4
Jake Kasdan,116,Zero Effect ,USA,7.0
Brad Anderson,94,The Machinist ,Spain,7.7
Paul Schrader,103,Light Sleeper ,USA,6.8
Michael Cuesta,112,Kill the Messenger ,USA,7.0
John Cameron Mitchell,91,Rabbit Hole ,USA,7.0
Fenton Bailey,98,Party Monster ,USA,6.3
Jeremy Saulnier,95,Green Room ,USA,7.1
Billy Kent,88,The Oh in Ohio ,USA,5.6
James Manera,99,Atlas Shrugged: Who Is John Galt? ,USA,4.4
Wes Anderson,91,Bottle Rocket ,USA,7.1
Kevin Spacey,97,Albino Alligator ,USA,6.1
Feroz Abbas Khan,136,"Gandhi, My Father ",India,7.4
Errol Morris,118,Standard Operating Procedure ,USA,7.5
Dennis Hopper,94,Out of the Blue ,Canada,7.2
Eli Craig,89,Tucker and Dale vs Evil ,Canada,7.6
Nicholas Fackler,90,"Lovely, Still ",USA,7.3
Richard Wallace,95,Tycoon ,USA,6.2
Morgan J. Freeman,90,Desert Blue ,USA,6.2
Matthew Hastings,95,Decoys ,Canada,4.6
M. Night Shyamalan,94,The Visit ,USA,6.2
Brian De Palma,90,Redacted ,USA,6.2
Klaus Menzel,103,Fascination ,Germany,3.3
"",60,Saving Grace ,USA,7.5
Oren Peli,91,Area 51 ,USA,4.2
Jaume Balagueró,102,Sleep Tight ,Spain,7.2
Paul Andrew Williams,92,The Cottage ,UK,6.2
Stephen Herek,87,Dead Like Me: Life After Death ,USA,6.1
Bob Saget,80,Farce of the Penguins ,USA,4.2
Jim Amatulli,90,Flying By ,USA,4.5
"",44,Psych ,USA,8.4
William H. Macy,105,Rudderless ,USA,7.5
Barrett Esposito,67,Henry & Me ,USA,6.7
Mitch Davis,95,Christmas Eve ,USA,5.1
Eric Bross,87,We Have Your Husband ,USA,5.5
Paul Schrader,94,Dying of the Light ,Bahamas,4.4
Vicky Jewson,109,Born of War ,UK,4.4
Peter Hyams,130,Capricorn One ,USA,6.8
Marc Bennett,"",Should've Been Romeo ,USA,6.7
Mike Mayhall,88,Running Forever ,USA,8.6
Kevin Smith,88,Yoga Hosers ,USA,4.8
Stanton Barrett,97,Navy Seals vs. Zombies ,USA,3.4
Jirí Menzel,113,I Served the King of England ,Czech Republic,7.4
Fatih Akin,99,Soul Kitchen ,Germany,7.3
Billy Bob Thornton,148,Sling Blade ,USA,8.0
Nick Murphy,107,The Awakening ,UK,6.5
Eli Roth,93,Hostel ,USA,5.9
Michael Winterbottom,94,Tristram Shandy: A Cock and Bull Story ,UK,6.8
Jeff Nichols,121,Take Shelter ,USA,7.4
Frank LaLoggia,118,Lady in White ,USA,6.7
Jeremy Brock,98,Driving Lessons ,UK,6.8
Scott Foley,82,Let's Kill Ward's Wife ,USA,5.4
Tobe Hooper,101,The Texas Chainsaw Massacre 2 ,USA,5.5
Sam Peckinpah,106,Pat Garrett & Billy the Kid ,USA,7.4
Nicolas Winding Refn,90,Only God Forgives ,Denmark,5.7
Christophe Ali,79,Camping sauvage ,France,5.4
Gabriela Tagliavini,87,Without Men ,USA,3.2
Shekar,"",Barfi ,India,7.1
Shona Auerbach,105,Dear Frankie ,UK,7.8
Leonard Farlinger,89,All Hat ,Canada,5.3
Michel Leclerc,100,The Names of Love ,France,7.2
Analeine Cal y Mayor,92,Treading Water ,Mexico,6.2
Tom Kalin,97,Savage Grace ,Spain,5.9
Robert Sarkies,100,Out of the Blue ,New Zealand,7.3
Hugh Wilson,96,Police Academy ,USA,6.7
Randal Kleiser,104,The Blue Lagoon ,USA,5.7
Mike Newell,117,Four Weddings and a Funeral ,UK,7.1
Amy Heckerling,90,Fast Times at Ridgemont High ,USA,7.2
John Huston,115,Moby Dick ,USA,7.4
Spike Lee,108,25th Hour ,USA,7.7
"",43,Secrets and Lies ,USA,7.7
Lana Wachowski,109,Bound ,USA,7.4
Darren Aronofsky,102,Requiem for a Dream ,USA,8.4
Walter Lang,100,State Fair ,USA,7.1
Carlos Saura,115,Tango ,Spain,7.2
Oliver Stone,122,Salvador ,UK,7.5
Andrew Erwin,98,Moms' Night Out ,USA,5.4
Richard Kelly,133,Donnie Darko ,USA,8.1
Beto Gómez,105,Saving Private Perez ,Mexico,6.0
Mike van Diem,122,Character ,Netherlands,7.8
Jonas Åkerlund,106,Spun ,USA,6.8
Todd Solondz,98,Life During Wartime ,USA,6.5
Chan-wook Park,112,Lady Vengeance ,South Korea,7.7
René Féret,120,Mozart's Sister ,France,6.4
Barry Skolnick,99,Mean Machine ,UK,6.5
Johnnie To,110,Exiled ,Hong Kong,7.3
Mateo Gil,102,Blackthorn ,Spain,6.6
Lukas Moodysson,109,Lilya 4-Ever ,Sweden,7.9
Agnieszka Wojtowicz-Vosloo,104,After.Life ,USA,5.9
Kabir Sadanand,134,Fugly ,India,4.7
Milos Forman,133,One Flew Over the Cuckoo's Nest ,USA,8.7
Peter DeLuise,85,R.L. Stine's Monsterville: The Cabinet of Souls ,USA,5.9
Mel Brooks,87,Silent Movie ,USA,6.7
Raja Menon,130,Airlift ,India,8.5
"",199,Anne of Green Gables ,Canada,8.4
Ernie Barbarash,103,Falcon Rising ,USA,5.8
Nick Love,112,The Sweeney ,UK,6.1
Jonathan Glazer,89,Sexy Beast ,UK,7.3
Daniel Espinosa,124,Easy Money ,Sweden,6.7
Niki Caro,101,Whale Rider ,New Zealand,7.6
R. Balki,133,Paa ,India,7.2
Ivan Engler,112,Cargo ,Switzerland,6.2
Joe Wright,111,Pan ,USA,5.8
Kenny Ortega,98,High School Musical ,USA,5.2
"",60,Animal Kingdom ,USA,8.1
Richard Kwietniowski,93,Love and Death on Long Island ,UK,7.1
Timur Bekmambetov,104,Night Watch ,Russia,6.5
Neil Jordan,112,The Crying Game ,UK,7.3
Bob Clark,94,Porky's ,Canada,6.2
George A. Romero,90,Survival of the Dead ,USA,5.0
George A. Romero,96,Night of the Living Dead ,USA,8.0
Sofia Coppola,101,Lost in Translation ,USA,7.8
Woody Allen,93,Annie Hall ,USA,8.1
Cecil B. DeMille,152,The Greatest Show on Earth ,USA,6.7
Ridley Scott,150,Exodus: Gods and Kings ,UK,6.1
Marc Forster,112,Monster's Ball ,USA,7.1
Henry Hobson,95,Maggie ,USA,5.6
Mike Figgis,111,Leaving Las Vegas ,USA,7.6
Duane Journey,86,Hansel & Gretel Get Baked ,USA,4.3
Dan O'Bannon,108,The Return of the Living Dead ,USA,7.3
Billy Wilder,105,The Front Page ,USA,7.3
Rob Cohen,91,The Boy Next Door ,USA,4.6
Carol Reed,105,Trapeze ,USA,6.8
"",60,Saving Grace ,USA,7.5
Lisa Cholodenko,106,The Kids Are All Right ,USA,7.1
John Carpenter,93,They Live ,USA,7.3
John Sturges,172,The Great Escape ,USA,8.3
William Arntz,109,What the #$*! Do We (K)now!? ,USA,5.4
Ed Gass-Donnelly,93,The Last Exorcism Part II ,France,4.0
Richard Linklater,165,Boyhood ,USA,8.0
Woody Allen,96,Scoop ,UK,6.7
Tim Burton,119,Planet of the Apes ,USA,5.7
DJ Pooh,93,The Wash ,USA,4.6
DJ Pooh,82,3 Strikes ,USA,4.0
Wayne Kramer,101,The Cooler ,USA,7.0
John Huston,120,The Misfits ,USA,7.4
Patrick Stettner,81,The Night Listener ,USA,5.9
James Melkonian,82,The Jerky Boys ,USA,4.6
Wes Craven,107,My Soul to Take ,USA,4.8
J.A. Bayona,105,The Orphanage ,Spain,7.5
Michael Tiddes,86,A Haunted House 2 ,USA,4.7
Roger Avary,110,The Rules of Attraction ,USA,6.7
Alfred Hitchcock,127,Topaz ,USA,6.3
Bob Odenkirk,90,Let's Go to Prison ,USA,6.0
Allison Anders,110,Four Rooms ,USA,6.7
Steven Shainberg,104,Secretary ,USA,7.1
Rick de Oliveira,96,The Real Cancun ,USA,2.7
Oliver Stone,110,Talk Radio ,USA,7.3
Christopher Guest,84,Waiting for Guffman ,USA,7.6
Jeff Franklin,94,Love Stinks ,USA,5.8
John Dahl,93,You Kill Me ,USA,6.5
Mike Mills,96,Thumbsucker ,USA,6.6
Kevin Smith,88,Red State ,USA,6.2
Dave McKean,101,Mirrormask ,UK,6.9
Ron Fricke,102,Samsara ,USA,8.5
Ruggero Deodato,87,The Barbarians ,USA,4.8
Gavin Wiesen,83,The Art of Getting By ,USA,6.6
Mora Stephens,103,Zipper ,USA,5.7
Mars Callahan,99,Poolhall Junkies ,USA,7.0
Mike Figgis,106,The Loss of Sexual Innocence ,USA,5.4
Leos Carax,115,Holy Motors ,France,7.1
David Gordon Green,117,Joe ,USA,6.9
Stefan Schwartz,99,Shooting Fish ,UK,6.6
Renny Harlin,102,Prison ,USA,5.9
Robert Lee King,85,Psycho Beach Party ,Australia,6.3
Kevin Allen,86,The Big Tease ,UK,6.3
Jorge Ramírez Suárez,120,"Buen Día, Ramón ",Mexico,7.7
David Schwimmer,106,Trust ,USA,7.0
Barry Levinson,103,An Everlasting Piece ,USA,6.3
Sam Miller,93,Among Giants ,UK,5.9
Anne Fontaine,112,Adore ,Australia,6.2
Dan Ireland,100,The Velocity of Gary ,USA,5.0
Fernando León de Aranoa,113,Mondays in the Sun ,Spain,7.7
Jim Mickle,98,Stake Land ,USA,6.5
"",23,Sonny with a Chance ,USA,6.1
Stephen Kay,92,The Last Time I Committed Suicide ,USA,5.8
Karim Aïnouz,106,Futuro Beach ,Brazil,6.1
Sam Levinson,119,Another Happy Day ,USA,6.0
Julian Gilbey,99,A Lonely Place to Die ,UK,6.3
Vincenzo Natali,90,Nothing ,Canada,6.3
Aleksandr Veledinskiy,120,The Geographer Drank His Globe Away ,Russia,7.5
Peter H. Hunt,168,1776 ,USA,7.6
Ruba Nadda,93,Inescapable ,Canada,5.2
Howard Hughes,96,Hell's Angels ,USA,7.8
Edward Burns,103,Purple Violets ,USA,6.6
Phil Joanou,93,The Veil ,USA,4.7
Sean Byrne,84,The Loved Ones ,Australia,6.7
Chris Stokes,81,No Vacancy ,USA,4.2
Mark Griffiths,84,How to Fall in Love ,USA,6.3
Bruce Macdonald,94,The Perfect Wave ,South Africa,4.7
Timur Bekmambetov,141,Ben-Hur ,USA,6.0
Fred Zinnemann,120,A Man for All Seasons ,UK,7.9
Sidney Lumet,121,Network ,USA,8.1
Victor Fleming,226,Gone with the Wind ,USA,8.2
Richard Raymond,104,Desert Dancer ,UK,6.0
Sam Peckinpah,152,Major Dundee ,USA,6.8
Alan Jacobs,92,Down for Life ,USA,7.3
George Sidney,107,Annie Get Your Gun ,USA,7.0
Christopher Morris,97,Four Lions ,UK,7.3
Andrucha Waddington,115,House of Sand ,Brazil,7.5
Peter Stebbings,95,Defendor ,Canada,6.8
Vincente Minnelli,102,The Pirate ,USA,7.1
Dagur Kári,99,The Good Heart ,Iceland,6.9
Nicholas Hytner,109,The History Boys ,UK,6.9
Jaume Collet-Serra,113,Unknown ,UK,6.9
"",25,M*A*S*H ,USA,8.4
John Schlesinger,113,Midnight Cowboy ,USA,7.9
Peter Cattaneo,91,The Full Monty ,UK,7.2
Jim Abrahams,88,Airplane! ,USA,7.8
Kevin Carraway,88,Chain of Command ,USA,3.5
F. Gary Gray,97,Friday ,USA,7.3
Albert Hughes,97,Menace II Society ,USA,7.5
"",42,Empire ,USA,7.8
Michael Gornick,85,Creepshow 2 ,USA,6.0
Sam Peckinpah,121,The Ballad of Cable Hogue ,USA,7.3
Richard Brooks,134,In Cold Blood ,USA,8.0
Fred Zinnemann,149,The Nun's Story ,USA,7.6
Jack Smight,121,Harper ,USA,7.0
Alfred Hitchcock,116,Frenzy ,UK,7.5
Robert Eggers,92,The Witch ,USA,6.8
Michael Martin,93,I Got the Hook Up ,USA,3.9
Edward Burns,96,She's the One ,USA,6.1
Bill Condon,105,Gods and Monsters ,USA,7.5
Juan José Campanella,129,The Secret in Their Eyes ,Argentina,8.2
George A. Romero,87,Day of the Dead ,USA,7.2
Gideon Raff,94,Train ,USA,4.8
Sam Raimi,37,Evil Dead II ,USA,7.8
Louis C.K.,81,Pootie Tang ,USA,5.2
Anthony C. Ferrante,97,Sharknado ,USA,3.3
Salvador Carrasco,106,La otra conquista ,Mexico,6.8
André Øvredal,103,Trollhunter ,Norway,7.0
Robert Cary,101,Ira & Abby ,USA,6.5
Akiva Schaffer,102,The Watch ,USA,5.7
Adam Rapp,98,Winter Passing ,USA,6.4
Angela Robinson,91,D.E.B.S. ,USA,5.3
Warren P. Sonoda,105,The Masked Saint ,Canada,4.7
Amanda Gusack,98,The Betrayed ,USA,6.1
Avi Nesher,104,Taxman ,USA,5.5
"",45,The Secret ,UK,7.3
Charles Adelman,96,2:13 ,USA,4.8
Jay Oliva,148,"Batman: The Dark Knight Returns, Part 2 ",USA,8.4
Charles Ferguson,100,Time to Choose ,USA,7.0
Uwe Boll,86,In the Name of the King: The Last Job ,Canada,3.3
Mark Young,92,Wicked Blood ,USA,5.4
Daniel Petrie Jr.,88,Dawn Patrol ,"",4.8
Antonio Simoncini,90,Lords of London ,UK,3.1
Mel Brooks,94,High Anxiety ,USA,6.7
Luc Jacquet,80,March of the Penguins ,France,7.6
J.C. Chandor,107,Margin Call ,USA,7.1
Eldar Rapaport,99,August ,USA,6.1
Clark Gregg,92,Choke ,USA,6.5
Damien Chazelle,107,Whiplash ,USA,8.5
Fernando Meirelles,135,City of God ,Brazil,8.7
Justin Kerrigan,99,Human Traffic ,UK,7.1
Nathan Frankowski,102,Day One ,USA,6.6
Karen Moncrieff,93,The Dead Girl ,USA,6.7
Thomas Vinterberg,115,The Hunt ,Denmark,8.3
Bob Clark,94,A Christmas Story ,USA,8.1
Alejandro Monteverde,91,Bella ,USA,7.4
Mark L. Lester,98,Class of 1984 ,Canada,6.6
Jennifer Finnigan,97,The Opposite Sex ,USA,4.5
Eric Styles,92,Dreaming of Joseph Lees ,USA,6.4
Laurent Cantet,128,The Class ,France,7.5
Roman Polanski,136,Rosemary's Baby ,USA,8.0
John Ford,113,The Man Who Shot Liberty Valance ,USA,8.1
Max Mayer,99,Adam ,USA,7.2
Joshua Marston,101,Maria Full of Grace ,Colombia,7.5
Mike Mills,105,Beginners ,USA,7.2
John Gulager,95,Feast ,USA,6.4
John Landis,109,Animal House ,USA,7.6
Guy Hamilton,110,Goldfinger ,UK,7.8
Brandon Cronenberg,108,Antiviral ,Canada,5.7
Frank Capra,118,It's a Wonderful Life ,USA,8.6
Danny Boyle,94,Trainspotting ,UK,8.2
Spike Lee,115,The Original Kings of Comedy ,USA,6.6
Tod Williams,98,Paranormal Activity 2 ,USA,5.7
Kirk Jones,91,Waking Ned Devine ,UK,7.4
Michael Moore,120,Bowling for Columbine ,Germany,8.0
Yimou Zhang,109,Coming Home ,China,7.3
Jack Sholder,87,A Nightmare on Elm Street 2: Freddy's Revenge ,USA,5.4
James Ivory,117,A Room with a View ,UK,7.4
James DeMonaco,85,The Purge ,USA,5.7
Scott Derrickson,110,Sinister ,USA,6.8
David Raynr,113,Martin Lawrence Live: Runteldat ,USA,5.4
Richard Brooks,108,Cat on a Hot Tin Roof ,USA,8.1
Ted Post,95,Beneath the Planet of the Apes ,USA,6.1
Charles Martin Smith,98,Air Bud ,USA,5.1
Kunihiko Yuyama,93,Pokémon 3: The Movie ,Japan,5.6
Tom McLoughlin,86,Jason Lives: Friday the 13th Part VI ,USA,5.9
David Lean,161,The Bridge on the River Kwai ,UK,8.2
Patrick Read Johnson,100,Spaced Invaders ,USA,5.3
Alfred Hitchcock,120,Family Plot ,USA,6.8
Billy Wilder,125,The Apartment ,USA,8.3
Adam Marcus,91,Jason Goes to Hell: The Final Friday ,USA,4.3
Alfred Hitchcock,128,Torn Curtain ,USA,6.7
Michel Gondry,100,Dave Chappelle's Block Party ,USA,7.2
John Maclean,84,Slow West ,UK,6.9
Michael Schultz,97,Krush Groove ,USA,6.6
Benny Boom,84,Next Day Air ,USA,5.9
Richard Brooks,146,Elmer Gantry ,USA,7.9
Stanley Kramer,186,Judgment at Nuremberg ,USA,8.3
David Raynr,94,Trippin' ,USA,5.2
"",11,Robot Chicken ,USA,7.8
Howard Hawks,126,Red River ,USA,7.8
Nnegest Likké,99,Phat Girlz ,USA,3.0
Richard Linklater,109,Before Midnight ,USA,7.9
Christopher Leitch,95,Teen Wolf Too ,USA,3.2
Don Coscarelli,97,Phantasm II ,USA,6.5
Michael Schultz,94,Woman Thou Art Loosed ,USA,6.9
Patricia Cardoso,90,Real Women Have Curves ,USA,7.0
"",197,Deadline Gallipoli ,Australia,7.4
Deepa Mehta,117,Water ,Canada,7.8
Damien O'Donnell,96,East Is East ,UK,6.9
Peter M. Cohen,82,Whipped ,USA,4.4
Mira Nair,109,Kama Sutra: A Tale of Love ,USA,6.0
Nicole Holofcener,90,Please Give ,USA,6.6
Mel Stuart,89,Willy Wonka & the Chocolate Factory ,USA,7.8
Anthony Hickox,98,Warlock: The Armageddon ,USA,5.3
Tom Schulman,95,8 Heads in a Duffel Bag ,USA,5.3
Terrence Malick,94,Days of Heaven ,USA,8.0
Jill Sprecher,104,Thirteen Conversations About One Thing ,USA,7.1
Darren Stein,87,Jawbreaker ,USA,5.4
Julian Schnabel,108,Basquiat ,USA,6.9
Noah Baumbach,86,Frances Ha ,USA,7.4
Gavin Hood,94,Tsotsi ,UK,7.3
Todd Solondz,134,Happiness ,USA,7.8
George Gallo,89,DysFunktional Family ,USA,6.6
Kevin Smith,102,Tusk ,USA,5.4
Chan-wook Park,120,Oldboy ,South Korea,8.4
David Nixon,110,Letters to God ,USA,6.3
Jason Eisener,86,Hobo with a Shotgun ,Canada,6.1
Enrique Begne,101,Compadres ,Mexico,5.0
Matthew Bright,102,Freeway ,USA,6.9
Michael Landon Jr.,87,Love's Abiding Joy ,USA,7.2
Andrea Arnold,123,Fish Tank ,UK,7.3
Whit Stillman,99,Damsels in Distress ,USA,5.7
"",173,Creature ,USA,5.0
Leslye Headland,87,Bachelorette ,USA,5.3
"",44,BrainDead ,USA,7.9
Bobby Roth,120,Brave New Girl ,USA,5.0
Tim Heidecker,93,Tim and Eric's Billion Dollar Movie ,USA,5.3
Rupert Wyatt,111,The Gambler ,USA,6.0
"",60,The Grand ,UK,7.6
Marco Kreuzpaintner,98,Summer Storm ,Germany,7.4
Kate Connor,100,Fort McCoy ,USA,5.9
Deon Taylor,88,Chain Letter ,USA,4.1
Jason Alexander,97,Just Looking ,USA,6.7
Xavier Gens,122,The Divide ,Germany,5.8
Conor McPherson,86,The Eclipse ,Ireland,6.2
Will Canon,83,Demonic ,USA,5.3
Philip Zlotorynski,80,My Big Fat Independent Movie ,USA,3.3
Tim Burton,108,Alice in Wonderland ,USA,6.5
Lance Kawas,90,The Deported ,USA,6.2
Francesca Gregorini,96,Tanner Hall ,USA,5.9
Marcio Garcia,85,Open Road ,Brazil,5.5
David Wain,83,They Came Together ,USA,5.5
Craig Moss,80,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo ,USA,2.6
Michael Jai White,90,Never Back Down 2: The Beatdown ,USA,5.8
John Boorman,92,Point Blank ,USA,7.4
Paolo Monico,100,Four Single Fathers ,Italy,5.1
Youssef Delara,88,Enter the Dangerous Mind ,USA,5.2
Darin Scott,95,Something Wicked ,USA,4.8
Christian Sesma,82,AWOL-72 ,USA,3.9
Monte Hellman,97,Iguana ,Italy,6.2
Kenneth Branagh,105,Cinderella ,USA,7.0
Brian Caunter,94,Chicago Overcoat ,USA,6.2
Chris D'Arienzo,95,Barry Munday ,USA,5.9
Walter Salles,113,Central Station ,Brazil,8.0
Frank Capra,136,Pocketful of Miracles ,USA,7.3
Isaac Florentine,80,Close Range ,USA,4.9
Susan Seidelman,105,Boynton Beach Club ,USA,6.5
Michael Polish,90,Amnesiac ,USA,4.3
Heidi Ewing,93,Freakonomics ,USA,6.4
Richard Donner,107,The Omen ,UK,7.6
Alexandre Aja,89,High Tension ,France,6.8
Leon Ford,90,Griff the Invisible ,Australia,6.1
Hank Braxtan,89,Unnatural ,USA,4.0
Craig Brewer,116,Hustle & Flow ,USA,7.4
Billy Wilder,120,Some Like It Hot ,USA,8.3
John Carl Buechler,88,Friday the 13th Part VII: The New Blood ,USA,5.3
Victor Fleming,102,The Wizard of Oz ,USA,8.1
Mel Brooks,106,Young Frankenstein ,USA,8.0
George A. Romero,95,Diary of the Dead ,USA,5.7
Rajkumar Hirani,144,Lage Raho Munna Bhai ,India,8.2
Victor Nunez,113,Ulee's Gold ,USA,7.1
Carroll Ballard,118,The Black Stallion ,USA,7.4
Rohit Jugraj,141,Sardaar Ji ,Canada,6.6
Thorbjørn Christoffersen,90,Journey to Saturn ,Denmark,5.7
John Ford,109,Donovan's Reef ,USA,6.9
Alex van Warmerdam,95,The Dress ,Netherlands,7.0
Victor Fleming,122,A Guy Named Joe ,USA,7.0
Mel Brooks,93,Blazing Saddles ,USA,7.8
Joseph Zito,97,Friday the 13th: The Final Chapter ,USA,5.9
Pawel Pawlikowski,82,Ida ,Poland,7.4
James Ivory,140,Maurice ,UK,7.8
Frank Sebastiano,86,Beer League ,USA,6.0
Rand Ravich,109,The Astronaut's Wife ,USA,5.3
Stacy Peralta,105,Riding Giants ,USA,7.9
Nacho Vigalondo,66,Timecrimes ,Spain,7.2
Hao Ning,99,Silver Medallist ,China,7.4
Tony Giglio,100,Timber Falls ,USA,5.3
Stanley Donen,103,Singin' in the Rain ,USA,8.3
Joe Cross,97,"Fat, Sick & Nearly Dead ",Australia,7.6
Michael Tiddes,86,A Haunted House ,USA,5.1
Dinesh D'Souza,87,2016: Obama's America ,USA,5.1
Rob Zombie,119,Halloween II ,USA,4.9
Tom Hanks,149,That Thing You Do! ,USA,6.9
Tommy Lee Wallace,98,Halloween III: Season of the Witch ,USA,4.6
Don Taylor,98,Escape from the Planet of the Apes ,USA,6.3
Martin Ritt,112,Hud ,USA,7.9
Leslie Small,75,Kevin Hart: Let Me Explain ,USA,6.7
Gus Van Sant,104,My Own Private Idaho ,USA,7.1
Zach Braff,102,Garden State ,USA,7.6
Richard Linklater,105,Before Sunrise ,USA,8.1
Éric Tessier,99,Sur le seuil ,Canada,6.6
Alison Maclean,107,Jesus' Son ,USA,7.0
Alice Wu,96,Saving Face ,USA,7.6
Sarah Gavron,101,Brick Lane ,UK,6.7
Jake Schreier,89,Robot & Frank ,USA,7.1
Isabel Coixet,106,My Life Without Me ,Spain,7.6
James Ponsoldt,95,The Spectacular Now ,USA,7.1
Randall Miller,34,Marilyn Hotchkiss' Ballroom Dancing and Charm School ,USA,7.1
Larry Charles,101,Religulous ,USA,7.7
Joshua Tickell,112,Fuel ,USA,7.6
Tim Boxell,100,Valley of the Heart's Delight ,USA,6.6
Rawson Marshall Thurber,92,Dodgeball: A True Underdog Story ,USA,6.7
Michael D. Sellers,100,Eye of the Dolphin ,USA,5.7
Reed Cowan,80,8: The Mormon Proposition ,USA,7.1
James Dodson,106,The Other End of the Line ,UK,6.2
Stefan Ruzowitzky,103,Anatomy ,Germany,6.1
Alex Rivera,90,Sleep Dealer ,USA,5.9
James Gunn,96,Super ,USA,6.8
John Murlowski,89,Christmas Mail ,USA,5.8
Benni Diez,87,Stung ,Germany,5.0
Danny Perez,94,Antibirth ,USA,6.3
Spike Lee,120,Get on the Bus ,USA,6.8
Robby Henson,101,Thr3e ,Poland,5.1
Mike Judge,84,Idiocracy ,USA,6.6
Zackary Adler,110,The Rise of the Krays ,UK,5.0
Shane Meadows,101,This Is England ,UK,7.7
Dominic Burns,101,Alien Uprising ,UK,3.1
George Sidney,101,Bathing Beauty ,USA,6.5
Carmen Marron,105,Go for It! ,USA,3.9
Tim McCanlies,97,"Dancer, Texas Pop. 81 ",USA,6.8
George Sidney,108,Show Boat ,USA,7.0
Mario Van Peebles,95,Redemption Road ,USA,5.9
Jason Stone,108,The Calling ,USA,5.8
Jerry Rees,90,The Brave Little Toaster ,USA,7.3
James Algar,120,Fantasia ,USA,7.8
William Friedkin,104,The French Connection ,USA,7.8
Jaco Booyens,90,8 Days ,USA,6.9
Steve Miner,91,Friday the 13th Part III ,USA,5.7
Danny Steinmann,92,Friday the 13th: A New Beginning ,USA,4.7
Michael Landon Jr.,117,The Last Sin Eater ,USA,5.9
Jon Gunn,120,Do You Believe? ,USA,5.9
Hayley Cloake,90,Impact Point ,USA,4.3
Tay Garnett,119,The Valley of Decision ,USA,7.5
Shyam Madiraju,90,Eden ,Spain,4.8
Harmage Singh Kalirai,90,Chicken Tikka Masala ,UK,5.8
Rita Merson,97,Always Woodstock ,USA,5.3
Jon Knautz,90,Jack Brooks: Monster Slayer ,Canada,6.0
William Wyler,172,The Best Years of Our Lives ,USA,8.1
Larry Clark,115,Bully ,USA,7.0
Petter Næss,89,Elling ,Norway,7.6
Robert Fontaine,125,Mi America ,USA,7.2
Jaume Balagueró,78,[Rec] ,Spain,7.5
Patricia Cardoso,89,Lies in Plain Sight ,USA,6.3
